Search keyword report
"February 1, 2026 - May 27, 2026 compared to October 8, 2025 - January 31, 2026"
Keyword status,Keyword,Match type,Campaign,Ad group,Status,Status reasons,Quality Score,Currency code,Cost / conv.,Cost / conv. (Compare to),Cost / conv. (Change),Cost / conv. (Change %),Cost,Cost (Compare to),Cost (Change),Cost (Change %),Conversions,Conversions (Compare to),Conversions (Change),Conversions (Change %),Conv. rate,Conv. rate (Compare to),Conv. rate (Change),Conv. rate (Change %),Search impr. share,Search impr. share (Compare to),Search impr. share (Change),Search impr. share (Change %),Conv. value / cost,Conv. value / cost (Compare to),Conv. value / cost (Change),Conv. value / cost (Change %),Conv. value,Conv. value (Compare to),Conv. value (Change),Conv. value (Change %),Avg. CPC,Avg. CPC (Compare to),Avg. CPC (Change),Avg. CPC (Change %),Clicks,Clicks (Compare to),Clicks (Change),Clicks (Change %),Impr.,Impr. (Compare to),Impr. (Change),Impr. (Change %),CTR,CTR (Compare to),CTR (Change),CTR (Change %),Final URL,Original conv. value,Original conv. value (Compare to),Original conv. value (Change),Original conv. value (Change %)
Paused, +pet +grooming center,Broad match,ET | Search | TOFU_NewAudience | Grooming | Target CPA | Grooming | Phone + LeadForm | Rockville MD,Grooming - Pet,Paused,paused; ad group paused, --,USD,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0.00%, --, --, --,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0,0,0.00,0.00%,0,0,0,0.00%,0,0,0,0.00%, --, --,0.00%,0.00%,,0.00,0.00,0.00,0.00%
Paused, +pet +grooming +spa,Broad match,ET | Search | TOFU_NewAudience | Grooming | Target CPA | Grooming | Phone + LeadForm | Rockville MD,Grooming - Pet,Paused,paused; ad group paused, --,USD,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0.00%, --, --, --,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0,0,0.00,0.00%,0,0,0,0.00%,0,0,0,0.00%, --, --,0.00%,0.00%,,0.00,0.00,0.00,0.00%
Paused,"""groom my pet""",Phrase match,ET | Search | TOFU_NewAudience | Grooming | Target CPA | Grooming | Phone + LeadForm | Rockville MD,Grooming - Pet,Paused,paused; ad group paused, --,USD,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0.00%, --, --, --,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0,0,0.00,0.00%,0,0,0,0.00%,0,0,0,0.00%, --, --,0.00%,0.00%,,0.00,0.00,0.00,0.00%
Paused,best +pet +grooming,Broad match,ET | Search | TOFU_NewAudience | Grooming | Target CPA | Grooming | Phone + LeadForm | Rockville MD,Grooming - Pet,Paused,paused; ad group paused, --,USD,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0.00%, --, --, --,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0,0,0.00,0.00%,0,0,0,0.00%,0,0,0,0.00%, --, --,0.00%,0.00%,,0.00,0.00,0.00,0.00%
Paused,local +pet +grooming,Broad match,ET | Search | TOFU_NewAudience | Grooming | Target CPA | Grooming | Phone + LeadForm | Rockville MD,Grooming - Pet,Paused,paused; ad group paused, --,USD,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0.00%, --, --, --,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0,0,0.00,0.00%,0,0,0,0.00%,0,0,0,0.00%, --, --,0.00%,0.00%,,0.00,0.00,0.00,0.00%
Paused,"""pet grooming near me""",Phrase match,ET | Search | TOFU_NewAudience | Grooming | Target CPA | Grooming | Phone + LeadForm | Rockville MD,Grooming - Pet,Paused,paused; ad group paused, --,USD,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0.00%, --, --, --,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0,0,0.00,0.00%,0,0,0,0.00%,0,0,0,0.00%, --, --,0.00%,0.00%,,0.00,0.00,0.00,0.00%
Paused,need +pet +grooming,Broad match,ET | Search | TOFU_NewAudience | Grooming | Target CPA | Grooming | Phone + LeadForm | Rockville MD,Grooming - Pet,Paused,paused; ad group paused, --,USD,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0.00%, --, --, --,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0,0,0.00,0.00%,0,0,0,0.00%,0,0,0,0.00%, --, --,0.00%,0.00%,,0.00,0.00,0.00,0.00%
Paused,"""grooming pets""",Phrase match,ET | Search | TOFU_NewAudience | Grooming | Target CPA | Grooming | Phone + LeadForm | Rockville MD,Grooming - Pet,Paused,paused; ad group paused, --,USD,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0.00%, --, --, --,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0,0,0.00,0.00%,0,0,0,0.00%,0,0,0,0.00%, --, --,0.00%,0.00%,,0.00,0.00,0.00,0.00%
Paused, +pet +grooming +montgomery,Broad match,ET | Search | TOFU_NewAudience | Grooming | Target CPA | Grooming | Phone + LeadForm | Rockville MD,Grooming - Pet,Paused,paused; ad group paused, --,USD,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0.00%, --, --, --,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0,0,0.00,0.00%,0,0,0,0.00%,0,0,0,0.00%, --, --,0.00%,0.00%,,0.00,0.00,0.00,0.00%
Paused,"""pet grooming""",Phrase match,ET | Search | TOFU_NewAudience | Grooming | Target CPA | Grooming | Phone + LeadForm | Rockville MD,Grooming - Pet,Paused,paused; ad group paused, --,USD,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0.00%, --, --, --,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0,0,0.00,0.00%,0,0,0,0.00%,0,0,0,0.00%, --, --,0.00%,0.00%,,0.00,0.00,0.00,0.00%
Paused,"""dog wash near me""",Phrase match,ET | Search | TOFU_NewAudience | Grooming | Target CPA | Grooming | Phone + LeadForm | Rockville MD,Grooming - Pet,Paused,paused; low quality; ad group paused, --,USD,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0.00%, --, --, --,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0,0,0.00,0.00%,0,0,0,0.00%,0,0,0,0.00%, --, --,0.00%,0.00%,,0.00,0.00,0.00,0.00%
Paused, +pet +grooming +rockville,Broad match,ET | Search | TOFU_NewAudience | Grooming | Target CPA | Grooming | Phone + LeadForm | Rockville MD,Grooming - Pet,Paused,paused; ad group paused, --,USD,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0.00%, --, --, --,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0,0,0.00,0.00%,0,0,0,0.00%,0,0,0,0.00%, --, --,0.00%,0.00%,,0.00,0.00,0.00,0.00%
Paused,find +pet +grooming,Broad match,ET | Search | TOFU_NewAudience | Grooming | Target CPA | Grooming | Phone + LeadForm | Rockville MD,Grooming - Pet,Paused,paused; ad group paused, --,USD,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0.00%, --, --, --,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0,0,0.00,0.00%,0,0,0,0.00%,0,0,0,0.00%, --, --,0.00%,0.00%,,0.00,0.00,0.00,0.00%
Paused, +pet +grooming rockville,Broad match,ET | Search | TOFU_NewAudience | Grooming | Target CPA | Grooming | Phone + LeadForm | Rockville MD,Grooming - Pet,Paused,paused; ad group paused, --,USD,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0.00%, --, --, --,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0,0,0.00,0.00%,0,0,0,0.00%,0,0,0,0.00%, --, --,0.00%,0.00%,,0.00,0.00,0.00,0.00%
Paused, +doggy +daycare weekend,Broad match,ET | Search | TOFU_NewAudience | Grooming | Target CPA | Grooming | Phone + LeadForm | Rockville MD,Daycare - Doggy/Doggie,Paused,paused; ad group removed, --,USD,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0.00%, --, --, --,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0,0,0.00,0.00%,0,0,0,0.00%,0,0,0,0.00%, --, --,0.00%,0.00%,,0.00,0.00,0.00,0.00%
Enabled, +doggy +daycare,Broad match,ET | Search | TOFU_NewAudience | Grooming | Target CPA | Grooming | Phone + LeadForm | Rockville MD,Daycare - Doggy/Doggie,Not eligible,ad group removed, --,USD,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0.00%, --, --, --,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0,0,0.00,0.00%,0,0,0,0.00%,0,0,0,0.00%, --, --,0.00%,0.00%,,0.00,0.00,0.00,0.00%
Paused,small bread +dog +daycare,Broad match,ET | Search | TOFU_NewAudience | Grooming | Target CPA | Grooming | Phone + LeadForm | Rockville MD,Daycare - Doggy/Doggie,Paused,paused; rarely served; ad group removed, --,USD,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0.00%, --, --, --,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0,0,0.00,0.00%,0,0,0,0.00%,0,0,0,0.00%, --, --,0.00%,0.00%,,0.00,0.00,0.00,0.00%
Paused,need +doggie +daycare,Broad match,ET | Search | TOFU_NewAudience | Grooming | Target CPA | Grooming | Phone + LeadForm | Rockville MD,Daycare - Doggy/Doggie,Paused,paused; rarely served; ad group removed, --,USD,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0.00%, --, --, --,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0,0,0.00,0.00%,0,0,0,0.00%,0,0,0,0.00%, --, --,0.00%,0.00%,,0.00,0.00,0.00,0.00%
Paused, +doggy +daycare moco,Broad match,ET | Search | TOFU_NewAudience | Grooming | Target CPA | Grooming | Phone + LeadForm | Rockville MD,Daycare - Doggy/Doggie,Paused,paused; rarely served; ad group removed, --,USD,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0.00%, --, --, --,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0,0,0.00,0.00%,0,0,0,0.00%,0,0,0,0.00%, --, --,0.00%,0.00%,,0.00,0.00,0.00,0.00%
Enabled,"""doggie day care rockville md""",Phrase match,ET | Search | TOFU_NewAudience | Grooming | Target CPA | Grooming | Phone + LeadForm | Rockville MD,Daycare - Doggy/Doggie,Not eligible,ad group removed, --,USD,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0.00%, --, --, --,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0,0,0.00,0.00%,0,0,0,0.00%,0,0,0,0.00%, --, --,0.00%,0.00%,,0.00,0.00,0.00,0.00%
Paused,all size +dog +daycare,Broad match,ET | Search | TOFU_NewAudience | Grooming | Target CPA | Grooming | Phone + LeadForm | Rockville MD,Daycare - Doggy/Doggie,Paused,paused; rarely served; ad group removed, --,USD,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0.00%, --, --, --,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0,0,0.00,0.00%,0,0,0,0.00%,0,0,0,0.00%, --, --,0.00%,0.00%,,0.00,0.00,0.00,0.00%
Paused,[dog daycare],Exact match,ET | Search | TOFU_NewAudience | Grooming | Target CPA | Grooming | Phone + LeadForm | Rockville MD,Daycare - Doggy/Doggie,Paused,paused; ad group removed, --,USD,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0.00%, --, --, --,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0,0,0.00,0.00%,0,0,0,0.00%,0,0,0,0.00%, --, --,0.00%,0.00%,,0.00,0.00,0.00,0.00%
Paused, +rockville +dog +daycare,Broad match,ET | Search | TOFU_NewAudience | Grooming | Target CPA | Grooming | Phone + LeadForm | Rockville MD,Daycare - Doggy/Doggie,Paused,paused; ad group removed, --,USD,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0.00%, --, --, --,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0,0,0.00,0.00%,0,0,0,0.00%,0,0,0,0.00%, --, --,0.00%,0.00%,,0.00,0.00,0.00,0.00%
Paused,certified +dog +daycare,Broad match,ET | Search | TOFU_NewAudience | Grooming | Target CPA | Grooming | Phone + LeadForm | Rockville MD,Daycare - Doggy/Doggie,Paused,paused; ad group removed, --,USD,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0.00%, --, --, --,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0,0,0.00,0.00%,0,0,0,0.00%,0,0,0,0.00%, --, --,0.00%,0.00%,,0.00,0.00,0.00,0.00%
Enabled,"""doggie day care""",Phrase match,ET | Search | TOFU_NewAudience | Grooming | Target CPA | Grooming | Phone + LeadForm | Rockville MD,Daycare - Doggy/Doggie,Not eligible,ad group removed, --,USD,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0.00%, --, --, --,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0,0,0.00,0.00%,0,0,0,0.00%,0,0,0,0.00%, --, --,0.00%,0.00%,,0.00,0.00,0.00,0.00%
Paused,fun +doggy +daycare,Broad match,ET | Search | TOFU_NewAudience | Grooming | Target CPA | Grooming | Phone + LeadForm | Rockville MD,Daycare - Doggy/Doggie,Paused,paused; ad group removed, --,USD,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0.00%, --, --, --,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0,0,0.00,0.00%,0,0,0,0.00%,0,0,0,0.00%, --, --,0.00%,0.00%,,0.00,0.00,0.00,0.00%
Enabled, +doggie +daycare service,Broad match,ET | Search | TOFU_NewAudience | Grooming | Target CPA | Grooming | Phone + LeadForm | Rockville MD,Daycare - Doggy/Doggie,Not eligible,ad group removed, --,USD,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0.00%, --, --, --,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0,0,0.00,0.00%,0,0,0,0.00%,0,0,0,0.00%, --, --,0.00%,0.00%,,0.00,0.00,0.00,0.00%
Paused, +dog +daycare lodging.,Broad match,ET | Search | TOFU_NewAudience | Grooming | Target CPA | Grooming | Phone + LeadForm | Rockville MD,Daycare - Doggy/Doggie,Paused,paused; rarely served; ad group removed, --,USD,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0.00%, --, --, --,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0,0,0.00,0.00%,0,0,0,0.00%,0,0,0,0.00%, --, --,0.00%,0.00%,,0.00,0.00,0.00,0.00%
Paused, +doggie +daycare moco,Broad match,ET | Search | TOFU_NewAudience | Grooming | Target CPA | Grooming | Phone + LeadForm | Rockville MD,Daycare - Doggy/Doggie,Paused,paused; rarely served; ad group removed, --,USD,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0.00%, --, --, --,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0,0,0.00,0.00%,0,0,0,0.00%,0,0,0,0.00%, --, --,0.00%,0.00%,,0.00,0.00,0.00,0.00%
Paused, +doggie +day +care,Broad match,ET | Search | TOFU_NewAudience | Grooming | Target CPA | Grooming | Phone + LeadForm | Rockville MD,Daycare - Doggy/Doggie,Paused,paused; ad group removed, --,USD,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0.00%, --, --, --,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0,0,0.00,0.00%,0,0,0,0.00%,0,0,0,0.00%, --, --,0.00%,0.00%,,0.00,0.00,0.00,0.00%
Paused,long term +dog +daycare,Broad match,ET | Search | TOFU_NewAudience | Grooming | Target CPA | Grooming | Phone + LeadForm | Rockville MD,Daycare - Doggy/Doggie,Paused,paused; ad group removed, --,USD,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0.00%, --, --, --,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0,0,0.00,0.00%,0,0,0,0.00%,0,0,0,0.00%, --, --,0.00%,0.00%,,0.00,0.00,0.00,0.00%
Paused,indoor +doggie +daycare,Broad match,ET | Search | TOFU_NewAudience | Grooming | Target CPA | Grooming | Phone + LeadForm | Rockville MD,Daycare - Doggy/Doggie,Paused,paused; ad group removed, --,USD,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0.00%, --, --, --,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0,0,0.00,0.00%,0,0,0,0.00%,0,0,0,0.00%, --, --,0.00%,0.00%,,0.00,0.00,0.00,0.00%
Enabled,"""doggie daycare""",Phrase match,ET | Search | TOFU_NewAudience | Grooming | Target CPA | Grooming | Phone + LeadForm | Rockville MD,Daycare - Doggy/Doggie,Not eligible,ad group removed, --,USD,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0.00%, --, --, --,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0,0,0.00,0.00%,0,0,0,0.00%,0,0,0,0.00%, --, --,0.00%,0.00%,,0.00,0.00,0.00,0.00%
Enabled, +doggie +daycare center,Broad match,ET | Search | TOFU_NewAudience | Grooming | Target CPA | Grooming | Phone + LeadForm | Rockville MD,Daycare - Doggy/Doggie,Not eligible,ad group removed, --,USD,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0.00%, --, --, --,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0,0,0.00,0.00%,0,0,0,0.00%,0,0,0,0.00%, --, --,0.00%,0.00%,,0.00,0.00,0.00,0.00%
Paused,large bread +dog +daycare,Broad match,ET | Search | TOFU_NewAudience | Grooming | Target CPA | Grooming | Phone + LeadForm | Rockville MD,Daycare - Doggy/Doggie,Paused,paused; rarely served; ad group removed, --,USD,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0.00%, --, --, --,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0,0,0.00,0.00%,0,0,0,0.00%,0,0,0,0.00%, --, --,0.00%,0.00%,,0.00,0.00,0.00,0.00%
Paused,fun +doggie +daycare,Broad match,ET | Search | TOFU_NewAudience | Grooming | Target CPA | Grooming | Phone + LeadForm | Rockville MD,Daycare - Doggy/Doggie,Paused,paused; ad group removed, --,USD,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0.00%, --, --, --,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0,0,0.00,0.00%,0,0,0,0.00%,0,0,0,0.00%, --, --,0.00%,0.00%,,0.00,0.00,0.00,0.00%
Paused, +doggy +daycare montgomery county,Broad match,ET | Search | TOFU_NewAudience | Grooming | Target CPA | Grooming | Phone + LeadForm | Rockville MD,Daycare - Doggy/Doggie,Paused,paused; rarely served; ad group removed, --,USD,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0.00%, --, --, --,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0,0,0.00,0.00%,0,0,0,0.00%,0,0,0,0.00%, --, --,0.00%,0.00%,,0.00,0.00,0.00,0.00%
Enabled,best +doggie +daycare,Broad match,ET | Search | TOFU_NewAudience | Grooming | Target CPA | Grooming | Phone + LeadForm | Rockville MD,Daycare - Doggy/Doggie,Not eligible,ad group removed, --,USD,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0.00%, --, --, --,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0,0,0.00,0.00%,0,0,0,0.00%,0,0,0,0.00%, --, --,0.00%,0.00%,,0.00,0.00,0.00,0.00%
Paused, +doggy +daycare service,Broad match,ET | Search | TOFU_NewAudience | Grooming | Target CPA | Grooming | Phone + LeadForm | Rockville MD,Daycare - Doggy/Doggie,Paused,paused; ad group removed, --,USD,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0.00%, --, --, --,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0,0,0.00,0.00%,0,0,0,0.00%,0,0,0,0.00%, --, --,0.00%,0.00%,,0.00,0.00,0.00,0.00%
Enabled,[doggy day care],Exact match,ET | Search | TOFU_NewAudience | Grooming | Target CPA | Grooming | Phone + LeadForm | Rockville MD,Daycare - Doggy/Doggie,Not eligible,ad group removed, --,USD,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0.00%, --, --, --,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0,0,0.00,0.00%,0,0,0,0.00%,0,0,0,0.00%, --, --,0.00%,0.00%,,0.00,0.00,0.00,0.00%
Paused,best +doggy +daycare,Broad match,ET | Search | TOFU_NewAudience | Grooming | Target CPA | Grooming | Phone + LeadForm | Rockville MD,Daycare - Doggy/Doggie,Paused,paused; ad group removed, --,USD,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0.00%, --, --, --,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0,0,0.00,0.00%,0,0,0,0.00%,0,0,0,0.00%, --, --,0.00%,0.00%,,0.00,0.00,0.00,0.00%
Enabled,"""doggy day care""",Phrase match,ET | Search | TOFU_NewAudience | Grooming | Target CPA | Grooming | Phone + LeadForm | Rockville MD,Daycare - Doggy/Doggie,Not eligible,ad group removed, --,USD,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0.00%, --, --, --,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0,0,0.00,0.00%,0,0,0,0.00%,0,0,0,0.00%, --, --,0.00%,0.00%,,0.00,0.00,0.00,0.00%
Paused,[dog day care],Exact match,ET | Search | TOFU_NewAudience | Grooming | Target CPA | Grooming | Phone + LeadForm | Rockville MD,Daycare - Doggy/Doggie,Paused,paused; ad group removed, --,USD,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0.00%, --, --, --,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0,0,0.00,0.00%,0,0,0,0.00%,0,0,0,0.00%, --, --,0.00%,0.00%,,0.00,0.00,0.00,0.00%
Enabled,[doggie daycare],Exact match,ET | Search | TOFU_NewAudience | Grooming | Target CPA | Grooming | Phone + LeadForm | Rockville MD,Daycare - Doggy/Doggie,Not eligible,ad group removed, --,USD,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0.00%, --, --, --,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0,0,0.00,0.00%,0,0,0,0.00%,0,0,0,0.00%, --, --,0.00%,0.00%,,0.00,0.00,0.00,0.00%
Paused,no reservations +dog +daycare,Broad match,ET | Search | TOFU_NewAudience | Grooming | Target CPA | Grooming | Phone + LeadForm | Rockville MD,Daycare - Doggy/Doggie,Paused,paused; rarely served; ad group removed, --,USD,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0.00%, --, --, --,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0,0,0.00,0.00%,0,0,0,0.00%,0,0,0,0.00%, --, --,0.00%,0.00%,,0.00,0.00,0.00,0.00%
Paused,experts +dog +daycare,Broad match,ET | Search | TOFU_NewAudience | Grooming | Target CPA | Grooming | Phone + LeadForm | Rockville MD,Daycare - Doggy/Doggie,Paused,paused; ad group removed, --,USD,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0.00%, --, --, --,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0,0,0.00,0.00%,0,0,0,0.00%,0,0,0,0.00%, --, --,0.00%,0.00%,,0.00,0.00,0.00,0.00%
Paused, +doggie +daycare montgomery county,Broad match,ET | Search | TOFU_NewAudience | Grooming | Target CPA | Grooming | Phone + LeadForm | Rockville MD,Daycare - Doggy/Doggie,Paused,paused; rarely served; ad group removed, --,USD,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0.00%,0.00%,0.00%,0.00%, --, --, --,0.00%,0.00,0.00,0.00,0.00%,0.00,0.00,0.00,0.00%,0,0,0.00,0.00%,0,0,0,0.00%,0,0,0,0.00%, --, --,0.00%,0.00%,,0.00,0.00,0.00,0.00%
